Type,Area(m2),Price(VNĐ),Bedroom(Phòng),Floor(Tầng),Furniture,Legal,Posting date,District,Project
Nhà riêng,33,5700000000,4,3,Không có thông tin,Sổ đỏ và sổ hồng,5/22/2025,3,Không
Nhà riêng,42.1,4750000000,3,2,Không có thông tin,Sổ đỏ và sổ hồng,5/1/2025,3,Không
Nhà mặt phố,200,39000000000,3,5,Không có thông tin,Sổ đỏ và sổ hồng,5/16/2025,2,Không
Căn hộ chung cư,93,15300000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,5/1/2025,2,Không
Nhà riêng,59,9200000000,4,3,Không có thông tin,Sổ đỏ và sổ hồng,5/22/2025,10,Không
Nhà riêng,35,8300000000,3,5,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,10,Không
Nhà riêng,26,7970000000,5,5,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,3,Không
"Nhà biệt thự, liền kề",130,11700000000,4,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/22/2025,9,Dự án Mega Village
"Nhà biệt thự, liền kề",144.6,16500000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,9,Dự án Mega Village
Nhà riêng,93,5600000000,6,4,Không có thông tin,Sổ đỏ và sổ hồng,5/1/2025,12,Không
Nhà riêng,53.2,5500000000,3,2,Không có thông tin,Sổ đỏ và sổ hồng,5/22/2025,10,Không
Nhà riêng,22,3900000000,4,3,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,3,Không
Nhà riêng,51,6990000000,3,4,Không có thông tin,Sổ đỏ và sổ hồng,5/1/2025,10,Không
Đất bán,28.2,3300000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/22/2025,3,Không
Nhà mặt phố,160,30000000000,3,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,3,Không
Nhà riêng,61.1,,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,10,Không
Căn hộ chung cư,113,13000000000,3,3,Nội thất đầy đủ,Hợp đồng mua bán,5/1/2025,2,Không
Nhà mặt phố,144,34000000000,3,6,Không có thông tin,Không có thông tin,5/1/2025,5,Không
Đất bán,80,,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/1/2025,9,Không
Nhà mặt phố,63,13900000000,3,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/14/2025,2,Không
Nhà mặt phố,79,36000000000,7,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,1,Không
Nhà mặt phố,84,19990000000,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/1/2025,2,Không
Nhà mặt phố,118,28000000000,6,6,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/1/2025,2,Không
Nhà mặt phố,196,30000000000,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/1/2025,2,Không
Căn hộ chung cư,78,4500000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/18/2025,2,Không
Nhà riêng,160,36800000000,6,6,Không có thông tin,Sổ đỏ và sổ hồng,5/1/2025,2,Không
Căn hộ chung cư,85,9350000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,5/1/2025,4,Không
Nhà riêng,25,2870000000,1,1,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/1/2025,6,Không
Nhà riêng,57.1,5900000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/1/2025,12,Không
Nhà riêng,54,3500000000,2,1,Không nội thất,Sổ đỏ và sổ hồng,5/12/2025,8,Không
Căn hộ chung cư,79,6500000000,2,3,Không có thông tin,Hợp đồng mua bán,5/1/2025,7,Không
Nhà riêng,104,15500000000,3,4,Nội thất đầy đủ,Sổ hồng,5/1/2025,3,Không
Nhà mặt phố,127,11000000000,4,5,Không có thông tin,Không có thông tin,5/1/2025,2,Không
Nhà riêng,80,11000000000,4,4,Khác,Sổ hồng,5/1/2025,2,Không
Nhà mặt phố,99,43000000000,5,6,Không có thông tin,Không có thông tin,5/16/2025,1,Không
Đất bán,102.5,7687500000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,2,Không
"Nhà biệt thự, liền kề",150,32900000000,5,4,Không có thông tin,Không có thông tin,5/23/2025,3,Không
Nhà mặt phố,91,17500000000,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/17/2025,7,Dự án KDC Phú Mỹ
Nhà mặt phố,197,30000000000,4,3,Không có thông tin,Không có thông tin,5/23/2025,2,Không
Đất bán,51.7,3960000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/19/2025,2,Không
"Nhà biệt thự, liền kề",102,15000000000,3,4,Không nội thất,Sổ đỏ và sổ hồng,5/1/2025,9,Không
Nhà riêng,67.5,,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,10,Không
Căn hộ chung cư,67,2060000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/22/2025,8,Không
"Nhà biệt thự, liền kề",200,24500000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,9,Dự án The Manhattan
"Nhà biệt thự, liền kề",200,24500000000,4,3,Không có thông tin,Sổ đỏ và sổ hồng,5/22/2025,9,Dự án The Manhattan
Đất nền dự án,107.5,10600000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/1/2025,7,Dự án Phú Mỹ Chợ Lớn
Nhà riêng,131,13000000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/12/2025,7,Không
Đất bán,100,3500000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/19/2025,9,Không
Nhà riêng,24,998000000,2,2,Nội thất đầy đủ,Không có thông tin,5/17/2025,12,Không
Nhà mặt phố,100,,3,5,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/1/2025,12,Không
Nhà mặt phố,100,,5,5,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/14/2025,12,Không
Căn hộ chung cư,84,27000000000,2,3,Không có thông tin,Không có thông tin,4/30/2025,1,Không
Nhà riêng,225,23500000000,5,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/13/2025,7,Không
Nhà mặt phố,90,17000000000,3,4,Nội thất đầy đủ,Sổ hồng,5/1/2025,1,Không
Nhà riêng,96,26500000000,3,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,1,Không
Nhà riêng,103.5,11000000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,2,Không
Đất nền dự án,200,39400000000,-1,-1,Không có thông tin,Hợp đồng mua bán,5/23/2025,7,Dự án Him Lam Kênh Tẻ
Nhà riêng,51,4890000000,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/26/2025,12,Không
Nhà riêng,56,3430000000,3,3,Nội thất đầy đủ,Sổ hồng,5/17/2025,6,Không
Nhà riêng,50.4,2560000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/21/2025,9,Không
Nhà riêng,150,15400000000,6,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,9,Không
Đất bán,50.2,2750000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/25/2025,9,Không
Nhà riêng,42,5480000000,4,3,Không có thông tin,Sổ đỏ và sổ hồng,5/25/2025,8,Không
Căn hộ chung cư,82,4650000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/24/2025,9,Không
Nhà riêng,76,17800000000,5,5,Không có thông tin,Sổ đỏ và sổ hồng,5/26/2025,10,Không
Nhà mặt phố,77.3,27000000000,6,6,Không có thông tin,Sổ đỏ và sổ hồng,5/26/2025,10,Không
Căn hộ chung cư,76,1750000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/23/2025,7,Dự án Căn hộ Phú Mỹ Vạn Phát Hưng
Căn hộ chung cư,48,2880000000,1,3,Nội thất cơ bản,Hợp đồng mua bán,5/25/2025,9,Không
Căn hộ chung cư,80,3500000000,1,3,Nội thất cơ bản,Hợp đồng mua bán,5/25/2025,9,Dự án Elysian
"Nhà biệt thự, liền kề",100,22000000000,4,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/23/2025,9,Dự án Tháp Mười Merita
"Nhà biệt thự, liền kề",140,26000000000,4,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/23/2025,9,Dự án Tháp Mười Merita
Căn hộ chung cư,76,,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,4,Không
Căn hộ chung cư,65,,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,4,Không
Nhà mặt phố,144,29500000000,3,2,Không có thông tin,Không có thông tin,5/24/2025,7,Không
Căn hộ chung cư,70,,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/26/2025,7,Dự án Căn hộ Florita
Nhà mặt phố,225,27000000000,3,1,Không có thông tin,Sổ hồng,5/24/2025,7,Không
Căn hộ chung cư,79,2450000000,3,3,Nội thất đầy đủ,Hợp đồng mua bán,5/22/2025,8,Dự án Dream Home Palace
Đất nền dự án,90,6500000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/26/2025,9,Dự án Khu dân cư Sở Văn Hóa Thông Tin
Đất bán,239.1,33400000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,2,Không
"Nhà biệt thự, liền kề",175,26000000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/25/2025,9,Dự án Lucasta Villa
Căn hộ chung cư,86,2250000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/26/2025,7,Không
"Nhà biệt thự, liền kề",160,15600000000,3,3,Không có thông tin,Không có thông tin,5/25/2025,9,Dự án Khang An
Nhà riêng,79,,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/18/2025,5,Không
Đất nền dự án,214,40660000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/25/2025,2,Không
"Nhà biệt thự, liền kề",126,36500000000,4,4,Nội thất cơ bản,Không có thông tin,5/25/2025,2,Dự án Saigon Mystery Villas
Đất nền dự án,140,33600000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/25/2025,2,Dự án Saigon Mystery Villas
Đất nền dự án,140,27300000000,-1,-1,Không có thông tin,Không có thông tin,5/25/2025,2,Dự án Saigon Mystery Villas
"Nhà biệt thự, liền kề",100,27000000000,4,4,Không có thông tin,Không có thông tin,5/25/2025,2,Dự án Saigon Mystery Villas
Căn hộ chung cư,56,20000000000,1,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,1,Dự án Grand Marina Saigon
Căn hộ chung cư,52,6500000000,1,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/23/2025,2,Dự án Lumiere Riverside
Căn hộ chung cư,32,2400000000,1,3,Không có thông tin,Không có thông tin,5/23/2025,4,Dự án River Gate
Căn hộ chung cư,68,3550000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,8,Dự án The Pegasuite
Đất nền dự án,200,12800000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/26/2025,9,Dự án Khang An
Căn hộ chung cư,67,1970000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,8,Dự án The Pegasuite
Căn hộ chung cư,69,4850000000,2,3,Không có thông tin,Hợp đồng mua bán,5/23/2025,6,Dự án D-Homme
Căn hộ chung cư,59,2700000000,3,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/24/2025,2,Dự án Citi Esto
Nhà riêng,49,5260000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,1,Không
Nhà riêng,57,6190000000,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,12,Không
Đất nền dự án,116.8,8300000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,9,Dự án Nam Khang Residence
Nhà riêng,61.1,3970000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,5,Không
"Nhà biệt thự, liền kề",140,34000000000,6,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,2,Không
Nhà riêng,40,6200000000,3,3,Không có thông tin,Không có thông tin,5/23/2025,11,Không
Căn hộ chung cư,122,7800000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/26/2025,1,Dự án Horizon
Căn hộ chung cư,69,5000000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,4,Dự án Galaxy 9
Nhà riêng,62,7800000000,3,4,Không có thông tin,Không có thông tin,5/23/2025,11,Không
Nhà riêng,60,,3,3,Không có thông tin,Sổ hồng,5/24/2025,9,Không
Nhà riêng,80,,3,2,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,12,Không
Nhà riêng,35,,3,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/14/2025,3,Không
Căn hộ chung cư,72,6500000000,2,3,Nội thất sang trọng,Hợp đồng mua bán,5/2/2025,10,Dự án Kingdom 101
Căn hộ chung cư,96.4,14000000000,3,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/26/2025,2,Không
Nhà riêng,42.2,3900000000,2,2,Không có thông tin,Sổ đỏ và sổ hồng,5/26/2025,8,Không
Nhà riêng,117,17800000000,4,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/26/2025,10,Không
Nhà mặt phố,92.4,21000000000,4,6,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,5,Không
Nhà mặt phố,72,12500000000,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,11,Không
Nhà mặt phố,130,43500000000,3,2,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,11,Không
Nhà mặt phố,90,16500000000,6,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,8,Không
Nhà riêng,75,13000000000,3,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,6,Không
Nhà mặt phố,64,22600000000,3,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,5,Không
Nhà mặt phố,108,36000000000,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,5,Không
Nhà mặt phố,120,20500000000,2,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,11,Không
Nhà mặt phố,64,22500000000,4,5,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,11,Không
Nhà riêng,180,29500000000,5,5,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,6,Không
"Nhà biệt thự, liền kề",212,14800000000,3,3,Không nội thất,Hợp đồng mua bán,5/23/2025,9,Dự án Palm Marina
Nhà riêng,69,,5,3,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,3,Không
Căn hộ chung cư,200,18000000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,2,Dự án Diamond Island
Nhà riêng,90,5790000000,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,2,Không
Căn hộ chung cư,70,4750000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,5/23/2025,4,Không
Đất bán,80,24000000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/21/2025,2,Không
Nhà riêng,90,18200000000,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/2/2025,2,Không
Đất bán,144,10100000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,7,Không
Nhà riêng,52,,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,4,Không
Nhà riêng,56,,4,3,Không có thông tin,Sổ hồng,5/25/2025,3,Không
Đất nền dự án,140,7750000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/26/2025,9,Dự án KDC Phước Thiện
Nhà riêng,81,12500000000,7,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,6,Không
Căn hộ chung cư,110,22000000000,3,3,Nội thất đầy đủ,Hợp đồng mua bán,5/23/2025,1,Không
Căn hộ chung cư,126,12900000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/26/2025,7,Không
Căn hộ chung cư,134,13250000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,7,Không
Căn hộ chung cư,180,,4,3,Không có thông tin,Hợp đồng mua bán,5/24/2025,2,Dự án Masteri Grand View
Căn hộ chung cư,156,11800000000,3,3,Không có thông tin,Không có thông tin,5/24/2025,2,Dự án One Verandah Mapletree
Căn hộ chung cư,99,5950000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/20/2025,7,Dự án Riviera Point
"Nhà biệt thự, liền kề",126,29000000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,7,Dự án Hưng Thái 1 & 2
Căn hộ chung cư,73.4,4400000000,2,3,Không có thông tin,Không có thông tin,5/16/2025,9,Dự án Lumiere Boulevard
Căn hộ chung cư,172,5400000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,8,Không
"Nhà biệt thự, liền kề",192,27000000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,7,Dự án Nam Long Trần Trọng Cung
"Nhà biệt thự, liền kề",104,15500000000,4,4,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,7,Dự án Jamona Golden Silk
Nhà mặt phố,125,25000000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,7,Dự án Nam Long Trần Trọng Cung
"Nhà biệt thự, liền kề",100,25000000000,4,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,7,Dự án Him Lam Kênh Tẻ
Căn hộ chung cư,121,9250000000,3,3,Nội thất đầy đủ,Hợp đồng mua bán,5/23/2025,2,Dự án Palm Heights
Căn hộ chung cư,97.45,6670000000,3,3,Không có thông tin,Không có thông tin,5/23/2025,9,Dự án Lumiere Boulevard
Nhà mặt phố,72,38000000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/2/2025,1,Không
Căn hộ chung cư,97,6100000000,3,3,Không nội thất,Không có thông tin,5/26/2025,2,Không
Căn hộ chung cư,79,6000000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,5/23/2025,2,Dự án Palm Heights
Nhà riêng,75,3880000000,5,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,11,Không
Nhà riêng,70.8,2390000000,3,2,Không có thông tin,Sổ đỏ và sổ hồng,5/22/2025,5,Không
Nhà mặt phố,251,17900000000,2,1,Không có thông tin,Sổ đỏ và sổ hồng,5/25/2025,9,Không
Nhà mặt phố,200,16000000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,9,Không
Đất nền dự án,100,3500000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/26/2025,9,Không
Căn hộ chung cư,80,5150000000,2,3,Không có thông tin,Không có thông tin,5/23/2025,9,Dự án The Beverly - Vinhomes Grand Park
"Nhà biệt thự, liền kề",250,33500000000,3,3,Không có thông tin,Không có thông tin,5/23/2025,9,Dự án  The Manhattan Glory
Căn hộ chung cư,115,6600000000,3,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/23/2025,2,Không
Nhà mặt phố,62,30000000000,3,6,Không có thông tin,Không có thông tin,5/24/2025,1,Không
Căn hộ chung cư,60,2650000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,5/26/2025,10,Dự án Chung cư Ngô Gia Tự
Căn hộ chung cư,71,,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/24/2025,2,Không
Nhà riêng,80,7800000000,4,4,Không có thông tin,Không có thông tin,5/24/2025,7,Không
Nhà mặt phố,80,13990000000,3,3,Không có thông tin,Sổ hồng,5/24/2025,7,Không
Nhà mặt phố,133,20500000000,3,2,Không có thông tin,Sổ đỏ và sổ hồng,5/24/2025,7,Không
Căn hộ chung cư,65,2630000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/25/2025,9,Dự án MT Eastmark City
Nhà mặt phố,126,22500000000,4,2,Không có thông tin,Không có thông tin,5/24/2025,7,Không
Đất bán,82.5,,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,7,Không
Nhà mặt phố,90,14500000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/23/2025,9,Không
Căn hộ chung cư,50,1950000000,1,3,Nội thất cơ bản,Hợp đồng mua bán,5/24/2025,7,Dự án Q7 Boulevard
Căn hộ chung cư,55,2600000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/23/2025,9,Dự án Fuji Residence
Căn hộ chung cư,66,3600000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/26/2025,9,Dự án Safira Khang Điền
Căn hộ chung cư,67,2900000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/23/2025,9,Dự án Flora Anh Đào
"Nhà biệt thự, liền kề",169,18000000000,4,2,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,9,Dự án Valora Fuji
Căn hộ chung cư,68,3600000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/20/2025,9,Dự án The Art Gia Hòa
Đất nền dự án,90,9200000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/23/2025,9,Dự án KDC Nam Long
Căn hộ chung cư,90,6990000000,3,3,Nội thất đầy đủ,Hợp đồng mua bán,5/21/2025,4,Không
Căn hộ chung cư,62,2030000000,2,3,Không có thông tin,Không có thông tin,5/24/2025,2,Không
